filename	description
51.png	The person in the picture is a male, and It seems he is in his 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.He is smiling, and his lips are pink and teeth are visible.The nose is not small, and wrinkles form around the smile and eyes when smiling.The hair is short with bangs up and the color is brown.The ears are visible, the nose and chin have some beards, glasses are not worn, and makeup is not done.It's the front face.He's late 30s.The eyebrows are a brown thick flat.The double eyelids are thick.The irises are gray.The lips are especially thin on the upper lips and have little color.The nose is medium bulb shaped.The face is pear shaped and he is smiling.The skin is ivory.He has broad m-shaped forehead.The hair is short, showing the entire forehead, and it seems that some hair loss has progressed on the forehead.The hair is medium ash brown and white hair is noticeably mixed.The ears are pointed ears.His beard is clean shaven.There are light wrinkles on the forehead and thick wrinkles around the eyes.The upper teeth are visible, and the teeth are even.He has a hairstyle with short, light brown hair sticking out.White hair often appears in his head.He has a wide forehead.He has wrinkles on his forehead.He has brown arched eyebrows.His eyebrows look charcoal-rich.His eyes have dark double eyelids and brown eyes.He's smiling.There are many wrinkles around his eyes.His nose is big.He has a short shaved beard.His upper teeth are neat.He has wound marks around his mouth.He has very large ears.He has a hairstyle that shows his forehead clearly.He's staring straight ahead.His skin is white, but slightly reddish.He has a lot of fat on his face.
52.png	The person in the picture is a woman, and it seems that she is in her 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling, and her lips are pink and teeth are visible.The nose is not small, and wrinkles form around the smile and eyes when smiling.The hair is short-haired enough to cover the forehead slightly, and the color is black.Ears are visible and there are earrings.There is no beard, no glasses, and a little makeup.It's the front face.She's late 30s.The eyebrows are medium soft angled low arch and black.The double eyelids are high crease.The eyelashes are both long and thick.She has deep-set eyes.The irises are gray.The lips are heavy lower lips.The lip is rose-colored.The nose is medium bulb shaped.Her face is square shaped, and she is smiling.The skin is ivory and clean.Her hair is a little longer than a short cut and bangs are short.She is a little permed.The hair is black.The upper teeth are visible, and the teeth are even.She wears short earrings that fall off her ears, and both earrings have different shapes.She has short hair that comes down to her jawline.Her hair turns black.Her hair is slightly curly.Her ears are half covered by her hair.Her forehead has about half of her bangs.Her eyebrows are long and thin black.She trimmed her eyebrows.She has dark double eyelids and gray eyes.She's smiling.There are many wrinkles around her eyes.Her upper teeth are neat.Her cheeks are reddish.She is white.She's wearing earrings.She has smile lines.She's staring straight ahead.She has a lot of fat on her face.
53.png	The person in the picture is a woman, and it seems that she is in her 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling a little, and her lips are pink, and her teeth are visible.The nose is not small, and wrinkles form around the smile and eyes when smiling.The hair is slightly lowered to the right by parting the bangs, and the length is likely to be medium-length and the color is brown.Ears are slightly visible.There is no beard, no glasses, and a little makeup.It's the front face.She is mid to late 30s.The eyebrows are dark brown and medium rounded low arch.The double eyelids are high crease, and the lower lashes are long and thick.The irises are amber color.The lips are heavy lower lips and red.The nose is medium perky nose.She has a diamond shaped face and a slight smile.The skin is ivory, and the entire face has slightly lighter freckles.The hair is short, layered, slightly curly, and the hair is medium golden mahogany brown.She has parted 8:2 bangs, and the bangs are slightly down on the forehead, covering the end of the right eyebrow.There are wrinkles around the eyes.She has a length of hair that touches her shoulders.Her hair turns orange.Her hair is curly.Her ears are covered by hair.Most of her forehead has bangs.Her eyebrows are long and thin brown.Her eyebrows don't have much charcoal.She has dark double eyelids and brown eyes.She has an awkward smile.There are many wrinkles around her eyes.Her upper teeth are not neat.Her face is reddish.She is white.She has smile lines.Her eyes are staring right from the front.
54.png	The person in the picture is a woman, and from the wrinkles on her face, she seems to be in her 50s or 60s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is blue, and they have eyes with outer double eyelids.She smiles a little, her lips are pink, and her teeth are invisible.The nose is not small, and there are smile lines and wrinkles around the eyes.The bangs are parted, short perm hair, and the color is bright brown close to white.Only one ear is visible and there is a earring.There is no beard, no glasses, and a little makeup.It's the front face.She is early 60s.The eyebrows are thin hard angled and dark gray.The double eyelids are thick, and the upper and lower lashes are long and thick.The eyes are almond shaped and deep-set eyes.The irises are grayish blue.The lips are thin and dark pink.The nose is medium bulb nose.The face is rectangle shaped and the skin is ivory.She has straight forehead.The hair is short curly, ash brown, and brighter hair is mixed in between.The hair color is dark ash blonde.The smile lines and wrinkles around the eyes are thick, and there are wrinkles between the eyebrows.She is wearing a small earring that sticks tightly to her earlobes.She has short hair that comes down a little below her ears.Her hair is blonde.Her hair is a short perm.Her right ear is covered by hair, and her left ear is half lifted.She has small, long earrings.Most of her forehead is exposed.Her eyebrows are long and thin brown.Her eyebrows don't have much charcoal.She has arched eyebrows.She has dark double eyelids and blue eyes.She has thick eyelashes.She has an awkward smile.There are many wrinkles around her eyes.Her mouth has a small smile.She's buttoning her lip.Her face is reddish.She is white.She has smile lines.Her eyes are staring straight ahead.She shows some freckles on her face.She has red and thin lips.She put on makeup.
55.png	The person in the picture is a male, and It seems he is in his 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.He smiles a little, his lips are pink, and his teeth look very little.The nose is not small.The hair is short with bangs raised up, and there are many gray hairs and black hair in between.Ears are visible.There are some beards on the nose and chin, glasses are worn, and makeup is not done.It's the front face.He is mid-40s.The eyebrows are dark brown and have a thick flat shape.The eyebrows are generally thick.His double eyelids are thick.Eyes are downturned deep-set eyes.The irises are gray.The lips are thin and subtle pink.The nose is medium strong nose.The face is rectangle shaped and the skin is porcelain color.He has broad m-shape forehead.He has a subtle smile.The hair is short, so showing the whole forehead, and black and white hair are mixed, and there are quite a few gray hairs.His bread is clean shaven.He has faint wrinkles on his forehead and wears glasses with a thin rectangular black rim.The shape of the ear is pointed ears.He has short, curly hair.His hair is gray.He has a lot of gray hair in between.He has a clear ear.He has a wide, wrinkled forehead.He is wearing black horn-rimmed glasses.He has a lot of charcoal eyebrows.He has thick and straight black eyebrows.He has dark double eyelids and black eyes.He has an awkward smile.There are many wrinkles around his eyes.His mouth is a little open.I can see his front teeth through his open mouth.There are short beard marks on his mouth and chin.He has a slightly curved big nose.He is white.He has smile lines.He doesn't have much fat on his face.His eyes are staring straight ahead.His lips are thin and a little pale.He has a lot of moles on his chin.
56.png	The person in the picture is a male, and it seems that he is in his 20s or 30s.It has apricot skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is black, and they have eyes with inner double eyelids.He is smiling, and his lips are pink and teeth are visible.The nose is large, and the bangs come up to the eyebrows, short hair and black.Only one ear is visible, no beard, no glasses, and no makeup.It's the front face.He is early to mid-20s.The eyebrows are black and have a thick flat eyebrow.He has small crease.The double eyelids are low crease, and the irises are black.The eyes are small.The lips are thin and have a subtle bright red color.The nose is small refined shaped.The face is round but slightly angled, and the skin is warm beige.He is smiling and showing the upper teeth.The forehead is covered by the bangs.His hair is black and short, but he has bangs.His bangs grew just above his eyebrows.He is clean shaven.The shape of the ears is attached lobes.He has long hair that covers his bangs.His hair is black.His hair is straight.He has a clear ear.His forehead is covered by his bangs.His eyebrows are charcoal-free.He has thin, asymmetric black eyebrows.He has dark inner double eyelids and black eyes.He's smiling.His mouth is open enough to show his upper teeth.His upper teeth are neat.His skin is clean.He has a straight nose.He is Asian.He has smile lines.He doesn't have much fat on his face.His eyes are staring straight ahead.His lips are thin and pink.
57.png	The person in the picture is a woman, and from the wrinkles on her face, she looks like she is in her 60s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is blue, and they have eyes with outer double eyelids.She is smiling, and her lips are pink and teeth are visible.The nose is not small, and there are wrinkles around the smile and eyes when smiling.The bangs slightly cover the forehead, short hair, and light brown in color.Ears are visible and there are earrings.There is no beard, no glasses, and makeup is done.It's the front face.She is early 60s.The eyebrows are medium soft angled medium arch and are mixed with light gold and brown.The double eyelids are medium crease.The eyes are deep-set eyes.The irises are light gray.The lips are heavy lower lips.The nose is medium hero nose.The face is oblong, the skin is natural color, but the entire face has light blemishes.She is smiling and showing the upper teeth.She has straight forehead.Her hair is dark golden blonde and has a short cut.She has bangs, but they are thin and short.It is hard to see because the entire face is wrinkled, and the ears are tilted.She wore earrings on her ears.She has short hair that goes over her ears a little bit.Her hair is blond.Her head has a lot of charcoal.Her bangs cover her forehead a little.Her ears are half visible with her head covered.His hair is half curly.There are some wrinkles on her forehead.Her eyebrows are charcoal-free.Her eyebrows are thin and long.Her eyebrows turn brown.She has thick double eyelids.Her eyes are gray.She has a lot of wrinkles around her eyes.She's smiling.Her mouth is open enough to show her upper teeth.Her upper teeth are neat.She has freckles on her skin.She is white.Her skin is reddish.She's wearing big earrings.Her lips are thin and red.There are marks on her nose.She's rather thin.Her eyes are staring straight ahead.There are wrinkles around her mouth.
58.png	The person in the picture is a woman, and she is like a teenager.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.She smiles broadly, and her lips are pink and teeth are visible.The nose is not small, and there are smile lines and slightly wrinkles around the eyes when smiling.The bangs are parted, long hair, and the color is dark brown.Only one ear is visible.There is no beard, no glasses, and no makeup.It's the front face.She is a girl about 10 years old.The eyebrows are medium flat and light black.The double eyelids are high crease, and both the upper and lower lashes are long.The irises are very dark brown.The lips are small and thin.And it's dark red.The nose is small, refined nose.The face is oval shaped.The skin is ivory color and clean.She is smiling and the upper teeth is visible.She has broad curved forehead.The hair is light natural brown and is longer than or about that long.The hair is untied without styling, and the bangs are pulled back to both sides to show the forehead.The upper teeth are even.She looks very young.She's letting go of her very long hair.She doesn't have bangs.Her eyebrows are straight.She's smiling broadly.You can see one ear covered through long hair.She has very baby-like skin.Her hair is brownish.She is pretty when she smiles.She has wrinkles on her neck.Her lips are pink.She has a lot of aegyo fat under her eyes.
59.png	The person in the picture is a woman, and it seems that she is in her 20s or 30s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling, and her lips are pink and teeth are visible.The nose is not small, and there are smile lines and slightly wrinkles around the eyes when smiling.The bangs are parted, bobbed hair, and the color is dark brown.Only one ear is visible.There is no beard, no glasses, and no makeup.It's the front face.She is early 30s.The eyebrows are medium hard angled and dark brown.The double eyelids are parallel crease, and eyelashes are dark.Her eyes are almond shaped.The irises are dark brown on the right and gray on the left.The lips are full lips and light pink.The nose medium bulb nose.Her face is oval shaped, and she has some cheekbones.The skin is beige and clean.She is smiling and showing the upper teeth.She has curved forehead.The hair is mixed with soft black and brown, and the bangs are brown.She put her hair behind her ears without bangs, and she tied her hair back to see only her side hair.The shape of the ear is attached lobe ears.She has a black hair.She doesn't have bangs.She's tying her hair up.She has a wide forehead.She has seagull-shaped eyebrows.She has black eyebrows.She has thick double eyelids.Her eyes are gray.She's smiling.Her eyelashes are charcoal-rich.She has wrinkles around her eyes.She has a high nose bridge.She has smile lines.Her lips are pink.Her jawline stands out.Her skin looks soft.She has white skin.I can see her upper teeth through her smiling lips.
60.png	The person in the picture is a woman, and looking at the wrinkles on her face, she seems to be in her 40s or 50s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.She is smiling a little, and her lips are pink and teeth are visible.The nose is not small, and there are smile lines and wrinkles around the eyes.The hair is slightly lowered to the right by parting the bangs, short hair, and brown in color.Ears are visible and there are earrings.There is no beard, no glasses, and no makeup.It's the front face.She is late 30s.The eyebrows are dark brown and medium flat.The double eyelids are high crease.The upper and lower lashes are thick.She has big deep-set eyes.The irises colors are gray.The lips are round, the lip acid is dark, and the lip color is pink.The nose is medium beak nose.The face is round, the skin is beige, but the entire face has blemishes.She is smiling and the upper teeth are visible.The hair is dark beige blonde and short-cut style.She has bangs but showing most of her foreheads because she put them aside.Her forehead is broad and curved.The ear shape is pointed ear shape and a circular drop-type earring is worn.Her hair is blond.She doesn't have bangs.Her hairstyle is unique.She's tying her hair up.She is showing her wide forehead.She has seagull-shaped eyebrows.She has brown eyebrows.She has thick double eyelids.Her eyes are gray.She's smiling.Her eyelashes are charcoal-rich.She covers her forehead a little with her bangs.She has some wrinkles around her eyes.She has a high nose bridge.Her nose is a bit of a hawk nose.She has wrinkles around her mouth when she smiles.Her lips are pink.Her cheeks have freckles.She has white but reddish skin.I can see her upper teeth through her smiling lips.She is listening to a large jewel.She has big ears.
61.png	The person in the picture is a woman, and it seems that she is in her 20s or 30s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling a little, and her lips are pink and teeth are visible.The nose is not small and has smile wrinkles when smiling.The bangs are parted and tied, and the color is brown.Ears are visible and there are earrings.There is no beard, no glasses, and no makeup.It's the front face.She is late 20s.The eyebrows are black and medium soft angled low arch eyebrows.The double eyelids are large and dark.Both the top and bottom of the eyelashes are long and dark, and the color of the irises are dark brown.The eyes are big deep-set eyes.The lips are of full lip and bright red.The nose is medium bulb nose shaped.The face is rectangle shaped, slight cheekbones.The skin is beige, and there are light blemishes on the cheeks and forehead.She is smiling and the upper teeth are visible.The hair is dark brown and has no bangs, and the hair is tied back.The side hair is out little by little.The ears were covered by the side of the head, so it was hard to see and wore earrings on one ear.She has black hair.She doesn't have bangs.She's tying her hair up.Her baby hairs are covering her ears.There are earrings on the ears covered between her hair.She is showing her wide forehead.She has seagull-shaped eyebrows.She has black eyebrows.She has thick double eyelids.Her eyes are brown.She has an awkward smile.Her eyelashes are charcoal-rich.She has freckles on her forehead.She has little fat under her eyes.She has some wrinkles around her eyes.She has a high nose bridge.She has wrinkles around her mouth when she smiles.Her lips are red.Her cheeks have freckles.She has apricot reddish skin.I can see her upper teeth through her smiling lips.
62.png	The person in the picture is a woman, and It seems she is in her 30s.It has white skin and has an egg-shaped face.The eyebrows are arched, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling a little, and her lips are pink and teeth are visible.The nose is not small, and there are laugh lines and wrinkles around the eyes.The bangs are parted, long permed, and the color is brown.Ears are not shown.There is no beard, no glasses, and no makeup.It's the front face.She is mid-30s.The eyebrows are dark brown and thin hard angled.The double eyelids are large and dark, and the eyelashes are thick.The irises are hazel colored.The eyes are big deep-set eyes.The lips are heavy lower lips and cloudy pink.The nose is medium beak nose shaped.The face is rectangle shaped, the skin is beige and clean.She is smiling and showing the upper teeth.The hair is brown and there are no bangs, so the entire forehead is visible.The hair is shoulder length.She permed her hair from the root of her hair, so it's very curly and her hair is loosened.The shape of the forehead is broad and straight.She has brown hair.She doesn't have bangs.She has thick permed hair that comes down to her shoulders.Her ears are all covered by her hair.She is showing her wide forehead.She has seagull-shaped eyebrows.She has brown eyebrows.She has thick double eyelids.Her eyes are brown.She has an awkward smile.Her eyebrows don't have much charcoal.Her eyelashes are charcoal-rich.There are fine wrinkles on her forehead.She has little fat under her eyes.She has some wrinkles under her eyes.She has a high nose bridge.She has wrinkles around her mouth when she smiles.Her lips are pink.Her cheeks have freckles.She has white and reddish skin.Between her smiling lips, you can see her neat upper teeth.
63.png	The person in the picture is a woman, and from the wrinkles on her face, she seems to be in her 60s or 70s.It has white skin and has a round face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.She is smiling, and her lips are pink and teeth are visible.The nose is not small, and there are laugh lines and wrinkles around the eyes.The bangs are parted, long permed, and the color is brown.Ears are visible and there are earrings.There is no beard, no glasses, and no makeup.It's the front face.She is late 50s.The eyebrows are dark gray, medium flat, and have little hair.The double eyelids are high crease.Irises are light blue.The eyes are big deep-set eyes.The lips are thin, and the upper lips are especially thin and murky bright red.The nose is small beak shaped.The face shape is square shaped, and the skin is ivory, but the entire face has subtle blemishes.She is smiling and showing the upper teeth.The hair is gray and white hair is mixed in between.The hairstyle is a short cut, has bangs, but doesn't have much hair, and occupies about half of the forehead.The wrinkles around the eyes are thick and there are light wrinkles on the forehead.The shape of the ear is attached lobe ear, and earrings are only worn on the right ear.She has short hair.She wears earrings of different shapes on both sides.Her hair is curly.She has a lot of white hair.She has brown hair.Wrinkles are visible through her forehead covered with hair.Her eyebrows don't have much charcoal.Her eyebrows are brown.She has thick double eyelids.She has a lot of wrinkles around her eyes.Her eyes are blue.She looks older.Her upper teeth are very neat.She's smiling broadly.She has smile lines when she smiles.
64.png	The person in the picture is a man, and It seems he is in his 40s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.He is smiling, and visiblehis lips are pink and teeth are visible.The nose is not small, and there are laugh lines and wrinkles around the eyes.The hair is short without bangs and the color is black.The ears are visible, there are some beards on the nose and chin, glasses are not worn, and makeup is not done.It's the front face.He is mid-30s.The eyebrows are black and thick flat.The double eyelids are high crease.Irises are medium brown.The eyes are big deep-set eyes.The lips are wide, and the upper lips are thin.It's light red.The nose is medium beak shaped.The face shape is oblong, and the skin is natural tan.There are light blemishes on the skin.He is smiling and showing the upper teeth.Upper teeth are rather even.The hair is black and is a little longer with shaved hair.The shape of the forehead is broad and slightly m shaped.There are thick wrinkles around the eyes and light wrinkles on the forehead.The beard style is 5 o’clock shadow.He has very short hair.He has curly hair.He has black hair.He has a very wide forehead.He shows symptoms of slight M-shaped hair loss.His wide forehead is wrinkled.I can see a little gray hair on her head.His eyes and eyebrows are very close.His nose is very big.He has very thick double eyelids.He's smiling.There are many wrinkles around his eyes.He has a lot of fat under his eyes.He has a lot of beard marks.He has very large ears.He has dimples.He's staring straight ahead.His eyes are brown.His lips look bloodless.
65.png	The person in the picture is a male, and It seems he is in his 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.He is smiling, his lips are pink, and his teeth are visible.The nose is not small, and there are laugh lines and wrinkles around the eyes.The hair is short without bangs, and the color is white and black.The ears are visible, the nose and chin have beards, glasses are worn, and makeup is not on.It's the front face.He is mid-40s.The eyebrows are dark gray and thick flat.The double eyelids are high crease.The irises are gray.The eyes are almond shaped.The lips are heavy lower lips.The lips are bright red.The nose is medium beak nose.The face shape is triangle, and the skin is natural color and clean.He is smiling and showing the upper teeth.Upper teeth are even.The hair is black but seeing a lot of white hair, so it looks gray.He is showing the entire forehead in a very short style.The shape of the forehead is broad and straight.The shape of the ear is pointed ear.The beard style is light stubble.The wrinkles around the eyes are thick and there are light wrinkles on the forehead.He is wearing glasses with dark gray frames with slight large rectangular lenses.He wears large square horn-rimmed glasses.He has a very short black hairstyle.He is lifting a very wide forehead.His eyebrows are very dark, black, and charcoal-rich.His eyes are gray.His ears are really big.He has a lot of beard.His beard is connected from his sideburns.His beard grows as if it had been a while since he shaved.He's smiling.
66.png	The person in the picture is a male, and it seems that he is in his teens or twenties.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.He is smiling a little, and his lips are pink, and only his front teeth are slightly visible.The nose is not small and has smile wrinkles when smiling.The hair is short permed without bangs and the color is dark brown.The ears are visible, the nose and chin have very little beard, glasses are not worn, and makeup is not done.It's a face that was taken from above.He is early 20s.The eyebrows are dark brown medium straight-high arch eyebrows.The double eyelids are high crease.The lower lashes are thick.The irises are light brown.The eyes are deep set eyes.The lips are heavy lower lips and light pink.The nose is small beak nose.The face is triangle shaped and the skin is natural tan and clean.He has a slight smile and showing the front teeth slightly.The hair is black with short curly hair.Showing most of the forehead.The shape of the forehead is broad and straight.The beard is clean shaven.He has short, curly black hair.He is clearly lifting his wide forehead.He has a very narrow space between his eyes and eyebrows.He has thick double eyelids.He has very few beard marks.His nose is not big.He has a mean smile.He has a lot of fat under his eyes.His eyebrows are very charcoal-rich and thick.His eyebrows are straight in shape.His front teeth lift very little through his lips.
67.png	The person in the picture is a woman, and it seems that she is in her 20s or 30s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.She is smiling a little, and her lips are pink and teeth are visible.The nose is small, and when smiling, she get some wrinkles around her smile and eyes.The hair is tied up with a perm that parted the bangs, and the color is dark brown.There is only one earring on the ear.There is no beard, no glasses, and no makeup.It's the front face.She is early 40s.Eyebrows are ordinary dark brown medium flat eyebrows.Her double eyelids are parallel crease.Irises are amber.The eyes are deep-set eyes.The lips heavy lower lips.The lip color is pink.The nose is medium refined nose.The face is oval shape, and the skin is natural color and clean, but it has a little redness.She is smiling and showing the upper teeth.The upper teeth are even.The hair is dark brown and curly, and the bangs are short, so most of the forehead is visible and the back of the hair is tied back.The shape of the forehead is straight.She's tying her hair up.She has slightly curly black hair.She has brown eyebrows that do not have much charcoal.Her double eyelids are very distinct.She has a lot of fat under her eyes.She has a blush on her cheek.She's not wearing earrings.She's smiling.Her teeth are very neat.There are fine wrinkles on her forehead.She doesn't look old.
68.png	The person in the picture is a male, and from the wrinkles on his face, he seems to be in his 40s or 50s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.The lip color is pink and teeth are invisible.The nose is on the small side.The hair is short with the bangs pulled up, and the color is mixed with white and brown hair.The ears are visible, the beard is slightly on the nose and chin, the glasses are not worn, and the makeup is not on.It's the front face.He is mid-50s.The eyebrows are dark gray and mixed with white.The eyebrow shapes are a thick and flat.The double eyelids are high crease.Irises are medium brown.The eyes are deep set downturned eyes.The lips are small and thin and dark pink.The nose is medium hero nose.The face is square shape, and the skin is beige and clean.He is expressionless.The hair is gray with white hair mixed in, and the hair is short.His bangs are a little short, showing most of his forehead.The forehead is broad.The shape of the ears is pointed ear.There are light wrinkles on the forehead and the beard is in a plain state.Wearing dark gray glasses with rectangular lenses.He looks older.He wears large and thin black horn-rimmed glasses.He has thick black eyebrows.He looks a little fat.He has short black hair.He has a wide forehead.There are wrinkles on his forehead.There are marks of trouble on his skin.He looks a little like a thorn.He doesn't have a lot of beard.He has an expressionless face with his mouth tightly closed.
69.png	The person in the picture is a male, and from the wrinkles on his face, he seems to be in his 40s or 50s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.The lip color is pink and teeth are invisible.The nose is not small.The hair is short without bangs, has a lot of gray hair, and black hair is seen from time to time.The ears are visible, the beard is on the nose and chin, the color is white, glasses are worn, and the makeup is not on.It's the front face.He is mid-50s.The eyebrows are ash brown and thick flat.The double eyelids are high crease.The irises are medium brown.The eyes are almond shaped and deep-set eyes.The lips are thin and cloudy pink.The nose is medium beak nose.The face shape is rectangle, the skin is ivory and clean.He has a little smile.The hair is a mixture of gray and white hair, and it is very short, showing the entire forehead.The forehead is broad and slightly m shaped.There are noticeable wrinkles around the eyes and forehead.The mustache and a beard are heavy stubble style.He has a very wide forehead.He has wrinkles on his forehead.He shows symptoms of hair loss.His eyehole is very thick.His hair is silver.He has a lot of gray hair.His hair is short and curly.His ears are big.He looks older.He has a lot of beard.He also has a lot of white beard.There are many wrinkles around his eyes.He is closing his mouth tightly.He has an awkward smile.He has big eyes.His eyes turn brown.He is white.
70.png	The person in the picture is a male, and from the wrinkles on his face, he seems to be in his 60s or 70s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.The lip color is apricot and the teeth are slightly visible.The nose is not small.The hair is short without bangs, the color is white, and the hair is faded.Ears are visible, no beard, He's wearing glasses, and He's not wearing makeup.It's the front face.He is old man about mid-70s.The eyebrows are thick flat and gray and white.The double eyelids are thin.Irises are light blue.The eyes are almond shaped tapered crease eyes.The lips are very thin and have little color.The nose is medium hero nose.The face is rectangle shaped, the skin is beige colored, and the overall wrinkles are thick.He is smiling, showing the upper teeth slightly.The hair is white and very short, showing the entire forehead.The forehead is broad m shaped.The ears are shaped like narrow ears.The beard is clean shaven.He is wearing dark gray thin-rimmed glasses with rectangular lenses with rounded borders.He looks very old.He shows symptoms of hair loss.His hair is white.He has a very wide forehead.He has a lot of wrinkles on his face.He is wearing square horn-rimmed glasses.His eyebrows are white.His face is reddish.His mouth is closed.He's smiling.There are many wrinkles around his eyes.His skin doesn't look good.
71.png	The person in the picture is a male, and it seems that he is in his 50s or 60s.It has apricot skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.The lip color is pink and teeth are invisible.The nose is on the big side.The hair is short with the bangs pulled up and the color is black.The ears are visible, the beard is slightly on the nose and chin, glasses are worn, and makeup is not on.It's the front face.He is late 40s.The eyebrows are black and very thick flat eyebrows.The double eyelids are thick.The irises are dark brown.The eyes are little bit downturned big deep-set eyes.The lips are very thin and bright red.The nose is medium refined nose.The face square shape, the skin is natural, and the whole is clean.He has a little smile.The hair is black and short, and it is all pushed back behind the forehead.The shape of the forehead is broad m shaped.The beard is clean shaven.There are light wrinkles around the eyes and forehead.He is handsome.He has some flesh on his face.His hair is very black.He's putting his hair up.He has a wide forehead.I can see gray hair through his hair.His eyes are very big and clear.He has thick, dark, charcoal-rich black eyebrows.He has a very big nose.He shows some beard marks.He has wrinkles around his eyes.He keeps his mouth shut.He is smiling with his eyes.There are some wrinkles on his forehead.His skin doesn't look good.He looks like middle-aged.
72.png	The person in the picture is a woman, and It seems she is a teenager.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is blue, and they have eyes with outer double eyelids.She is smiling, her lips are pink, and her teeth are visible.The nose is not small.The hair is a bobbed hair with bangs parted, and the color is yellow.Ears are visible and there are earrings.There is no beard, no glasses, and no makeup.It's the front face.She is a child about 9 years old.The eyebrows are light brown and medium flat.The double eyelids are high crease.The upper eyelashes are long.Irises are blue gray.The eyes are almond shaped.The lips are thin and light pink.The nose is small beak nose.The face is oval, and the skin is porcelain color and clean.She is smiling and the entire upper tooth is visible.The hair is dark golden blonde, the length is slightly less than the shoulder, and the hair is pushed back to the side without bangs.The shape of the forehead is broad and curved.The shape of the ear is small, pointed ears and the earring is on the left ear.She looks young.She has bright blonde hair.She has very baby-like soft skin.Her eyebrows are brown.Her eyebrows don't look charcoal-rich.Her eyes are very blue and distinct.She's smiling brightly.She has hair that comes down to her shoulders.She is wearing earrings on one ear.She has white skin.Her cheeks are flushing.
73.png	The person in the picture is a male, and It seems he is in his 30s or 40s.It has white skin and has an egg-shaped face.The eyebrows are straight eyebrows, the color of the eyes is brown, and they have eyes with outer double eyelids.He is smiling a little, his lips are pink, and his teeth are invisible.The nose is not small.The hair is short, slightly down on the forehead, with bangs parted, and the color is black, but white hair is mixed.The ears are visible, the beard is slightly on the nose, glasses are not worn, and makeup is not on.It's the front face.He is mid-40s.The eyebrows are black and thick flat eyebrows.The double eyelids are medium crease.The lower lashes are long.The irises are medium brown.The eyes are almond shaped deep-set eyes.The lips are heavy lower lips.The lips are light red.The nose is medium bulb nose.The face is round, and the skin is beige and clean.He has a little smile.The hair is gray, short, and the bangs slightly cover the forehead.The shape of the ear is attached lobe ear.The beard is clean shaven.He looks older.He looks like a South American.He has short hair that covers half of his forehead.His hair is black.He has a little gray hair.His eyebrows are very thick and charcoal-rich.His eyes are large and double eyelids are thick.There are many wrinkles around his eyes.His nose is big.He doesn't have a lot of beard.He has a little flesh.He keeps his lips shut.His lips are pink.He has a light smile.
